conversation_utterance_id,conversation_id,utterance_id,utterance,rank,score,passage,passage_id
33_6,33,6,Who was the author and when was the Neverending Story film published?,2.0,0.9973315000534058,"The Neverending Story (German: Die unendliche Geschichte) is a German fantasy novel by Michael Ende that was first published in 1979. An English translation, by Ralph Manheim, was first published in 1983. The novel was later adapted into several films. 1 Plot summary.",MARCO_4480784
33_6,33,6,Who was the author and when was the Neverending Story film published?,3.0,0.9968352913856506,"The Neverending Story (German: Die unendliche Geschichte) is a German fantasy novel by Michael Ende, originally released in 1979, with an English translation published in 1983.A troubled, insecure young boy named Bastian who loves to read happens upon a antique bookstore owned by a Mr. Coreander, when hiding from some bullies.",MARCO_7273395
33_6,33,6,Who was the author and when was the Neverending Story film published?,4.0,0.9967265129089355,"The Neverending Story is a fantasy novel by German writer Michael Ende, first published in 1979. An English translation, by Ralph Manheim, was first published in 1983. The novel was later adapted into several films.",MARCO_7273403
33_6,33,6,Who was the author and when was the Neverending Story film published?,5.0,0.995733082294464,"The NeverEnding Story (German: Die unendliche Geschichte) is a 1984 West German-produced English language epic fantasy film based on the novel of the same name by Michael Ende, about a boy who reads a magical book that tells a story of a young warrior whose task is to stop a dark storm called the Nothing from engulfing a fantasy world.",MARCO_5954177
33_6,33,6,Who was the author and when was the Neverending Story film published?,6.0,0.992792010307312,"The NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress.The music was composed by Klaus Doldinger.he NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress.",MARCO_6213093
33_6,33,6,Who was the author and when was the Neverending Story film published?,7.0,0.99275404214859,"The NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress.",MARCO_4480786
33_6,33,6,Who was the author and when was the Neverending Story film published?,8.0,0.9885815978050232,"The book centers on a boy, Bastian Balthazar Bux, neglected by his father after the death of Bastian's mother. In escape from some bullies, Bastian bursts into the antique book store of Carl Conrad Coreander, where he finds his interest held by a book called The Neverending Story.he NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress.",MARCO_6213092
33_6,33,6,Who was the author and when was the Neverending Story film published?,9.0,0.987744390964508,"Plot summary. The book centers on a boy, Bastian Balthazar Bux, a small and strange child who is neglected by his father after the death of Bastian's mother. While escaping from some bullies, Bastian bursts into the antique book store of Carl Conrad Coreander, where he finds his interest held by a book called The Neverending Story. The Neverending Story (German: Die unendliche Geschichte) is a German fantasy novel by Michael Ende that was first published in 1979. An English translation, by Ralph Manheim, was first published in 1983. The novel was later adapted into several films.",MARCO_7273397
33_7,33,7,What are the main themes of the Neverending Story film?,1.0,0.9861112833023072,"The NeverEnding Story (German: Die unendliche Geschichte) is a 1984 West German-produced English language epic fantasy film based on the novel of the same name by Michael Ende, about a boy who reads a magical book that tells a story of a young warrior whose task is to stop a dark storm called the Nothing from engulfing a fantasy world.",MARCO_5954177
33_7,33,7,What are the main themes of the Neverending Story film?,2.0,0.9669490456581116,"1 American comedy rock band The Aquabats wrote a song inspired by the film called  Luck Dragon Lady , and live performances of the song are accompanied by a large Falkor puppet. 2  The melody of Palma's Overworld theme from SEGA 's Phantasy Star RPG has resemblances to Limahl's Never Ending Story.he second half of the book would subsequently be used as the rough basis for the second film, The NeverEnding Story II: The Next Chapter.",MARCO_6213096
33_7,33,7,What are the main themes of the Neverending Story film?,3.0,0.9628600478172302,"The Neverending Story (German: Die unendliche Geschichte) is a German fantasy novel by Michael Ende that was first published in 1979. The standard English translation, by Ralph Manheim, was first published in 1983.The novel was later adapted into several films.he NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress.",MARCO_6213091
33_7,33,7,What are the main themes of the Neverending Story film?,4.0,0.9016159772872924,"The Neverending Story (German: Die unendliche Geschichte) is a German fantasy novel by Michael Ende, originally released in 1979, with an English translation published in 1983.A troubled, insecure young boy named Bastian who loves to read happens upon a antique bookstore owned by a Mr. Coreander, when hiding from some bullies.",MARCO_7273395
33_7,33,7,What are the main themes of the Neverending Story film?,5.0,0.8632382750511169,"The Neverending Story (German: Die unendliche Geschichte) is a German fantasy novel by Michael Ende that was first published in 1979. An English translation, by Ralph Manheim, was first published in 1983. The novel was later adapted into several films. 1 Plot summary.",MARCO_4480784
33_7,33,7,What are the main themes of the Neverending Story film?,6.0,0.7802719473838806,"The themes of this story could include: Follow your heart; or Be careful what you wish for; or If you sacrifice, you will be rewarded.. Often movies have a. theme. song. This is a song that is particular to that story-written especially for the movie-that connects to the plot and mood of the story. Theme songs are often instrumental music only-meaning, there are no lyrics.",MARCO_2023407
33_7,33,7,What are the main themes of the Neverending Story film?,7.0,0.6246462464332581,"8 Reasons Why The Neverending Story Is a Psychological Horror Show. The Neverending Story is one of those movies that always gets brought up as a timeless fantasy classic when 80s and 90s kids get all wistful about the childhood they are trying to relive. But seriously, it's one incredibly fucked up movie, and not just because of the horse.",MARCO_5954173
33_7,33,7,What are the main themes of the Neverending Story film?,8.0,0.4263619482517242,"The NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress.The music was composed by Klaus Doldinger.he NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress.",MARCO_6213093
33_7,33,7,What are the main themes of the Neverending Story film?,9.0,0.3808465003967285,"Synopsis: THE NEVER ENDING STORY centers on young Bastian Bux, who escapes his troubled life in a dusty old bookstore. The store owner tells him not to look at the book The NeverEnding Story, but Bastian does anyway. He becomes engrossed in the story, in which boy warrior Atreyu seeks to save the land of Fantasia from becoming destroyed by a mythical force known as the Nothing.",MARCO_3843635
33_8,33,8,Who are the main characters of the the Neverending Story film?,1.0,0.9919903874397278,"The NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress.",MARCO_4480786
33_8,33,8,Who are the main characters of the the Neverending Story film?,2.0,0.9916410446166992,"The Neverending Story (German: Die unendliche Geschichte) is a German fantasy novel by Michael Ende that was first published in 1979. The standard English translation, by Ralph Manheim, was first published in 1983.The novel was later adapted into several films.he NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress.",MARCO_6213091
33_8,33,8,Who are the main characters of the the Neverending Story film?,3.0,0.9916272163391112,"The NeverEnding Story (German: Die unendliche Geschichte) is a 1984 West German-produced English language epic fantasy film based on the novel of the same name by Michael Ende, about a boy who reads a magical book that tells a story of a young warrior whose task is to stop a dark storm called the Nothing from engulfing a fantasy world.",MARCO_5954177
33_8,33,8,Who are the main characters of the the Neverending Story film?,4.0,0.98858380317688,"The NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress.The music was composed by Klaus Doldinger.he NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress.",MARCO_6213093
33_8,33,8,Who are the main characters of the the Neverending Story film?,5.0,0.986949622631073,"The NeverEnding Story III, starring Jason James Richter, Melody Kay and Jack Black, was released in 1994 in Germany and in 1996 in the US. This film was based only upon the characters from Ende's book, having a completely new story. The film was lambasted by film critics and was a box office bomb. Novels",MARCO_7273401
33_8,33,8,Who are the main characters of the the Neverending Story film?,6.0,0.9828977584838868,"The film was produced by Bernd Eichinger and Dieter Giessler and directed and co-written by Wolfgang Petersen (his first English-language film) and starred Barret Oliver, Noah Hathaway, Tami Stronach, Moses Gunn, Thomas Hill; and Alan Oppenheimer as the voices of both Falkor and Gmork.he second half of the book would subsequently be used as the rough basis for the second film, The NeverEnding Story II: The Next Chapter.",MARCO_6213097
33_8,33,8,Who are the main characters of the the Neverending Story film?,7.0,0.9788925647735596,"The Neverending Story (German: Die unendliche Geschichte) is a German fantasy novel by Michael Ende, originally released in 1979, with an English translation published in 1983.A troubled, insecure young boy named Bastian who loves to read happens upon a antique bookstore owned by a Mr. Coreander, when hiding from some bullies.",MARCO_7273395
33_8,33,8,Who are the main characters of the the Neverending Story film?,8.0,0.9743650555610656,"The Neverending Story (German: Die unendliche Geschichte) is a German fantasy novel by Michael Ende that was first published in 1979. An English translation, by Ralph Manheim, was first published in 1983. The novel was later adapted into several films. 1 Plot summary.",MARCO_4480784
33_8,33,8,Who are the main characters of the the Neverending Story film?,9.0,0.9662156701087952,"The book centers on a boy, Bastian Balthazar Bux, neglected by his father after the death of Bastian's mother. In escape from some bullies, Bastian bursts into the antique book store of Carl Conrad Coreander, where he finds his interest held by a book called The Neverending Story.he NeverEnding Story was the first film adaptation of the novel. It was released in 1984, directed by Wolfgang Petersen and starring Barret Oliver as Bastian, Noah Hathaway as Atreyu, and Tami Stronach as the Childlike Empress.",MARCO_6213092
34_1,34,1,Tell me about the Bronze Age collapse.,1.0,0.9908502101898192,"In the Archaeology Odyssey article âWhen Civilization Collapsed: Death of the Bronze Age,â William H. Stiebing describes the Late Bronze Age collapse: It was a cataclysm of immense proportions: Near the end of the 13th century B.C.E., the great Bronze Age civilizations of the Aegean and Near East suddenly collapsed. In the latter part of the Late Bronze Age (c. 1400â1200 B.C.E.), Mycenaean civilization flourished in Greece and Crete.",MARCO_7424521
34_1,34,1,Tell me about the Bronze Age collapse.,2.0,0.986100137233734,"The Greek Dark Ages (~1100 BCâ750 BC), or Bronze Age collapse, is a period in the history of Ancient Greece and Anatolia from which there are no records, and few archaeological remains. The Greeks learned about the alphabet from another ancient people, the Phoenicians.",MARCO_1866121
34_1,34,1,Tell me about the Bronze Age collapse.,3.0,0.9734795689582824,"Special Feature: Read âCity by City: Death of the Bronze Ageâ as it appeared in the September/October 2001 issue of Archaeology Odyssey below. Read William H. Stiebing, Jr.âs full article âWhen Civilization Collapsed: Death of the Bronze Ageâ in the BAS Library.",MARCO_7424524
34_1,34,1,Tell me about the Bronze Age collapse.,4.0,0.9580499529838562,"With the mysterious end of the Mycenaean civilization during the Bronze Age Collapse around 1200 BCE (possibly through earthquake, invasion or in-fighting) came the so-called Dark Ages and it would be many centuries before Greek culture would finally regain the heights of the late Bronze Age.",MARCO_3367674
34_1,34,1,Tell me about the Bronze Age collapse.,5.0,0.9544677734375,"The two events have traditionally been causally linked, but this is by no means certain. With the Bronze Age collapse, Greece entered into a period of obscurity or 'dark age'. The so-called Mycenaean civilization culminated in this period, which features in the famous epics of Homer, the Iliad and the Odyssey.",MARCO_6034707
34_1,34,1,Tell me about the Bronze Age collapse.,6.0,0.9492394924163818,"At the end of the Bronze Age, the tin needed to make bronze could no longer be acquired With the collapse of the Bronze Age around 1200 B.C.E., trade networks fell apart. This had many consequences for Bronze Age civilizations. One of the most catastrophic was that they could no longer acquire the tin they needed to make bronze. Differences Between Iron and Bronze",MARCO_1832179
34_1,34,1,Tell me about the Bronze Age collapse.,7.0,0.9323914051055908,Coordinator: Prof Irene Lemos. The period between the collapse of the Bronze Age civilisations of Crete and mainland Greece and the society based on city states ('poleis') which emerges from the earliest Greek historical sources is a complex one.,MARCO_3329065
34_1,34,1,Tell me about the Bronze Age collapse.,8.0,0.8973633050918579,"the iron age was between BC 700 and AD 300 Classically, the Iron Age is taken to begin in the 12th century BC Bronze Age collapse in the ancient Near East, ancient India (withâ¦ the post-Rigvedic Vedic civilization), ancient Iran, and ancient Greece (with the Greek Dark Ages).",MARCO_7820059
34_1,34,1,Tell me about the Bronze Age collapse.,9.0,0.8558493256568909,"A 12th-century inscription describes Ramesses IIIâs defeat of the Sea Peoples. The Sea Peoples, a range of groups including the Philistines, led raids on the Eastern Mediterranean during the period of the Bronze Age collapse and are often cited as the reason for the collapse.",MARCO_7424525
34_2,34,2,What is the evidence for the Bronze Age collapse?,1.0,0.9859592318534852,"In the Archaeology Odyssey article âWhen Civilization Collapsed: Death of the Bronze Age,â William H. Stiebing describes the Late Bronze Age collapse: It was a cataclysm of immense proportions: Near the end of the 13th century B.C.E., the great Bronze Age civilizations of the Aegean and Near East suddenly collapsed. In the latter part of the Late Bronze Age (c. 1400â1200 B.C.E.), Mycenaean civilization flourished in Greece and Crete.",MARCO_7424521
34_2,34,2,What is the evidence for the Bronze Age collapse?,2.0,0.980463445186615,"The Greek Dark Ages (~1100 BCâ750 BC), or Bronze Age collapse, is a period in the history of Ancient Greece and Anatolia from which there are no records, and few archaeological remains. The Greeks learned about the alphabet from another ancient people, the Phoenicians.",MARCO_1866121
34_2,34,2,What is the evidence for the Bronze Age collapse?,3.0,0.93206125497818,"The two events have traditionally been causally linked, but this is by no means certain. With the Bronze Age collapse, Greece entered into a period of obscurity or 'dark age'. The so-called Mycenaean civilization culminated in this period, which features in the famous epics of Homer, the Iliad and the Odyssey.",MARCO_6034707
34_2,34,2,What is the evidence for the Bronze Age collapse?,4.0,0.923669457435608,"With the mysterious end of the Mycenaean civilization during the Bronze Age Collapse around 1200 BCE (possibly through earthquake, invasion or in-fighting) came the so-called Dark Ages and it would be many centuries before Greek culture would finally regain the heights of the late Bronze Age.",MARCO_3367674
34_2,34,2,What is the evidence for the Bronze Age collapse?,5.0,0.9058263897895812,"Special Feature: Read âCity by City: Death of the Bronze Ageâ as it appeared in the September/October 2001 issue of Archaeology Odyssey below. Read William H. Stiebing, Jr.âs full article âWhen Civilization Collapsed: Death of the Bronze Ageâ in the BAS Library.",MARCO_7424524
34_2,34,2,What is the evidence for the Bronze Age collapse?,6.0,0.8884549736976624,"the iron age was between BC 700 and AD 300 Classically, the Iron Age is taken to begin in the 12th century BC Bronze Age collapse in the ancient Near East, ancient India (withâ¦ the post-Rigvedic Vedic civilization), ancient Iran, and ancient Greece (with the Greek Dark Ages).",MARCO_7820059
34_2,34,2,What is the evidence for the Bronze Age collapse?,7.0,0.8829569816589355,"Linear B, found mainly in the palace archives at Knossos, Cydonia, Pylos, Thebes and Mycenae, disappeared with the fall of Mycenaean civilization during the Late Bronze Age collapse. The succeeding period, known as the Greek Dark Ages, provides no evidence of the use of writing.",MARCO_4285163
34_2,34,2,What is the evidence for the Bronze Age collapse?,8.0,0.8582715392112732,"A 12th-century inscription describes Ramesses IIIâs defeat of the Sea Peoples. The Sea Peoples, a range of groups including the Philistines, led raids on the Eastern Mediterranean during the period of the Bronze Age collapse and are often cited as the reason for the collapse.",MARCO_7424525
34_2,34,2,What is the evidence for the Bronze Age collapse?,9.0,0.7829115986824036,Coordinator: Prof Irene Lemos. The period between the collapse of the Bronze Age civilisations of Crete and mainland Greece and the society based on city states ('poleis') which emerges from the earliest Greek historical sources is a complex one.,MARCO_3329065
34_3,34,3,What are some of the possible causes of the Bronze Age collapse?,1.0,0.9729648232460022,"In the Archaeology Odyssey article âWhen Civilization Collapsed: Death of the Bronze Age,â William H. Stiebing describes the Late Bronze Age collapse: It was a cataclysm of immense proportions: Near the end of the 13th century B.C.E., the great Bronze Age civilizations of the Aegean and Near East suddenly collapsed. In the latter part of the Late Bronze Age (c. 1400â1200 B.C.E.), Mycenaean civilization flourished in Greece and Crete.",MARCO_7424521
34_3,34,3,What are some of the possible causes of the Bronze Age collapse?,2.0,0.943399965763092,"At the end of the Bronze Age, the tin needed to make bronze could no longer be acquired With the collapse of the Bronze Age around 1200 B.C.E., trade networks fell apart. This had many consequences for Bronze Age civilizations. One of the most catastrophic was that they could no longer acquire the tin they needed to make bronze. Differences Between Iron and Bronze",MARCO_1832179
34_3,34,3,What are some of the possible causes of the Bronze Age collapse?,3.0,0.9346814155578612,"The Greek Dark Ages (~1100 BCâ750 BC), or Bronze Age collapse, is a period in the history of Ancient Greece and Anatolia from which there are no records, and few archaeological remains. The Greeks learned about the alphabet from another ancient people, the Phoenicians.",MARCO_1866121
34_3,34,3,What are some of the possible causes of the Bronze Age collapse?,4.0,0.9168362617492676,"The two events have traditionally been causally linked, but this is by no means certain. With the Bronze Age collapse, Greece entered into a period of obscurity or 'dark age'. The so-called Mycenaean civilization culminated in this period, which features in the famous epics of Homer, the Iliad and the Odyssey.",MARCO_6034707
34_3,34,3,What are some of the possible causes of the Bronze Age collapse?,5.0,0.9103980660438538,"With the mysterious end of the Mycenaean civilization during the Bronze Age Collapse around 1200 BCE (possibly through earthquake, invasion or in-fighting) came the so-called Dark Ages and it would be many centuries before Greek culture would finally regain the heights of the late Bronze Age.",MARCO_3367674
34_3,34,3,What are some of the possible causes of the Bronze Age collapse?,6.0,0.7865939140319824,"A 12th-century inscription describes Ramesses IIIâs defeat of the Sea Peoples. The Sea Peoples, a range of groups including the Philistines, led raids on the Eastern Mediterranean during the period of the Bronze Age collapse and are often cited as the reason for the collapse.",MARCO_7424525
34_3,34,3,What are some of the possible causes of the Bronze Age collapse?,7.0,0.6738508343696594,"It's now thought likely that the droughts at around that time were partly responsible for the collapse not only of the Indus Valley Civilisation, but also of the ancient Akkadian Empire, Old Kingdom Egypt and possibly Early Bronze Age civilizations in Greece.",MARCO_2176120
34_3,34,3,What are some of the possible causes of the Bronze Age collapse?,8.0,0.0585167557001113,"Special Feature: Read âCity by City: Death of the Bronze Ageâ as it appeared in the September/October 2001 issue of Archaeology Odyssey below. Read William H. Stiebing, Jr.âs full article âWhen Civilization Collapsed: Death of the Bronze Ageâ in the BAS Library.",MARCO_7424524
34_3,34,3,What are some of the possible causes of the Bronze Age collapse?,9.0,0.0381151661276817,"1 Irish Dark Age, a period of apparent economic and cultural stagnation in late pre-historic Ireland, lasting from c. 100 BC to c. 300 AD. 2  Bronze Age collapse (c. 1200 BC)  Greek Dark Ages (c. 1100 BC â 750 BC), a period in the history of Ancient Greece and Anatolia after the Bronze Age collapse.",MARCO_2739821
34_4,34,4,Who were the Sea Peoples during the Bronze Age collapse?,1.0,0.9942423701286316,"A 12th-century inscription describes Ramesses IIIâs defeat of the Sea Peoples. The Sea Peoples, a range of groups including the Philistines, led raids on the Eastern Mediterranean during the period of the Bronze Age collapse and are often cited as the reason for the collapse.",MARCO_7424525
34_4,34,4,Who were the Sea Peoples during the Bronze Age collapse?,2.0,0.989823281764984,"It was also believed that it was spread thought the Middle East by the Sea People, a confederacy of seafaring raiders whose provenance is unknown and who invaded Anatolia, Syria, Canaan (the Levant, modern-day Lebanon, Israel, the western part of Jordan and south-western Syria), Cyprus, and Egypt toward the end of the Bronze Age.",MARCO_8163853
34_4,34,4,Who were the Sea Peoples during the Bronze Age collapse?,3.0,0.9795786142349244,"Mycenaean Greece perished with the collapse of Bronze-Age culture in the eastern Mediterranean. Various theories have been proposed for the end of this civilization, among them the Dorian invasion or activities connected to the â Sea People â.he Late Helladic period is further divided into LHI, LHII, both of which coincide with the early period of Mycenaean Greece (c. 1650â1425 BC), and LHIII (c. 1425â1050 BC), the period of expansion, decline and collapse of the Mycenaean civilization.",MARCO_4158313
34_4,34,4,Who were the Sea Peoples during the Bronze Age collapse?,4.0,0.978449285030365,"Any member of a non-Indo-European people who flourished (c. 3000â c. 1100 bc) on the island of Crete during the Bronze Age. The sea was the basis of their economy and power. Their sophisticated culture, based at Knossos, was named for the legendary King Minos.",MARCO_4648202
34_4,34,4,Who were the Sea Peoples during the Bronze Age collapse?,5.0,0.97807776927948,"These were the people who had a thriving Bronze Age civilization on the Island of Crete from roughly 2000 to 1450 B.C. They were involved in sea trade and had a strong navy. Their society had some features unique to the ancient world: a pacifistic society, greater equality for women and a lack of slavery.",MARCO_8784299
34_4,34,4,Who were the Sea Peoples during the Bronze Age collapse?,6.0,0.9604628682136536,"The subsequent Bronze Age civilizations of Greece and the Aegean Sea have given rise to the general term Aegean civilization. In ancient times, the sea was the birthplace of two ancient civilizations â the Minoans of Crete and the Mycenean Civilization of the Peloponnese.Satellite view of the Aegean Sea. Later arose the city-states of Athens and Sparta among many others that constituted the Athenian Empire and Hellenic Civilization.n ancient times, the sea was the birthplace of two ancient civilizations â the Minoans of Crete and the Mycenean Civilization of the Peloponnese. Satellite view of the Aegean Sea. Later arose the city-states of Athens and Sparta among many others that constituted the Athenian Empire and Hellenic Civilization.",MARCO_6180175
34_4,34,4,Who were the Sea Peoples during the Bronze Age collapse?,7.0,0.9178115129470824,"In the Archaeology Odyssey article âWhen Civilization Collapsed: Death of the Bronze Age,â William H. Stiebing describes the Late Bronze Age collapse: It was a cataclysm of immense proportions: Near the end of the 13th century B.C.E., the great Bronze Age civilizations of the Aegean and Near East suddenly collapsed. In the latter part of the Late Bronze Age (c. 1400â1200 B.C.E.), Mycenaean civilization flourished in Greece and Crete.",MARCO_7424521
34_4,34,4,Who were the Sea Peoples during the Bronze Age collapse?,8.0,0.858269989490509,"The Greek Dark Ages (~1100 BCâ750 BC), or Bronze Age collapse, is a period in the history of Ancient Greece and Anatolia from which there are no records, and few archaeological remains. The Greeks learned about the alphabet from another ancient people, the Phoenicians.",MARCO_1866121
34_4,34,4,Who were the Sea Peoples during the Bronze Age collapse?,9.0,0.8519183397293091,"The Minoans are what archaeologists have named the people who lived during the early part of the prehistoric Bronze Age of Greece. Bronze Age Greek civilizations are split by tradition into the Greek mainland (or Helladic culture), and the Greek islands (the Cycladic).",MARCO_3367681
34_5,34,5,What was their role in the Bronze Age collapse?,1.0,0.9701130390167236,"In the Archaeology Odyssey article âWhen Civilization Collapsed: Death of the Bronze Age,â William H. Stiebing describes the Late Bronze Age collapse: It was a cataclysm of immense proportions: Near the end of the 13th century B.C.E., the great Bronze Age civilizations of the Aegean and Near East suddenly collapsed. In the latter part of the Late Bronze Age (c. 1400â1200 B.C.E.), Mycenaean civilization flourished in Greece and Crete.",MARCO_7424521
34_5,34,5,What was their role in the Bronze Age collapse?,2.0,0.9595300555229188,"The Greek Dark Ages (~1100 BCâ750 BC), or Bronze Age collapse, is a period in the history of Ancient Greece and Anatolia from which there are no records, and few archaeological remains. The Greeks learned about the alphabet from another ancient people, the Phoenicians.",MARCO_1866121
34_5,34,5,What was their role in the Bronze Age collapse?,3.0,0.9571561217308044,"A 12th-century inscription describes Ramesses IIIâs defeat of the Sea Peoples. The Sea Peoples, a range of groups including the Philistines, led raids on the Eastern Mediterranean during the period of the Bronze Age collapse and are often cited as the reason for the collapse.",MARCO_7424525
34_5,34,5,What was their role in the Bronze Age collapse?,4.0,0.9263192415237428,"The two events have traditionally been causally linked, but this is by no means certain. With the Bronze Age collapse, Greece entered into a period of obscurity or 'dark age'. The so-called Mycenaean civilization culminated in this period, which features in the famous epics of Homer, the Iliad and the Odyssey.",MARCO_6034707
34_5,34,5,What was their role in the Bronze Age collapse?,5.0,0.8605877161026001,"With the mysterious end of the Mycenaean civilization during the Bronze Age Collapse around 1200 BCE (possibly through earthquake, invasion or in-fighting) came the so-called Dark Ages and it would be many centuries before Greek culture would finally regain the heights of the late Bronze Age.",MARCO_3367674
34_5,34,5,What was their role in the Bronze Age collapse?,6.0,0.6760140657424927,"Special Feature: Read âCity by City: Death of the Bronze Ageâ as it appeared in the September/October 2001 issue of Archaeology Odyssey below. Read William H. Stiebing, Jr.âs full article âWhen Civilization Collapsed: Death of the Bronze Ageâ in the BAS Library.",MARCO_7424524
34_5,34,5,What was their role in the Bronze Age collapse?,7.0,0.6692566871643066,"At the end of the Bronze Age, the tin needed to make bronze could no longer be acquired With the collapse of the Bronze Age around 1200 B.C.E., trade networks fell apart. This had many consequences for Bronze Age civilizations. One of the most catastrophic was that they could no longer acquire the tin they needed to make bronze. Differences Between Iron and Bronze",MARCO_1832179
34_5,34,5,What was their role in the Bronze Age collapse?,8.0,0.0681203156709671,Coordinator: Prof Irene Lemos. The period between the collapse of the Bronze Age civilisations of Crete and mainland Greece and the society based on city states ('poleis') which emerges from the earliest Greek historical sources is a complex one.,MARCO_3329065
34_5,34,5,What was their role in the Bronze Age collapse?,9.0,0.0507971346378326,"the iron age was between BC 700 and AD 300 Classically, the Iron Age is taken to begin in the 12th century BC Bronze Age collapse in the ancient Near East, ancient India (withâ¦ the post-Rigvedic Vedic civilization), ancient Iran, and ancient Greece (with the Greek Dark Ages).",MARCO_7820059
34_6,34,6,What other factors led to a breakdown of trade during the Bronze Age collapse?,1.0,0.9869844913482666,"At the end of the Bronze Age, the tin needed to make bronze could no longer be acquired With the collapse of the Bronze Age around 1200 B.C.E., trade networks fell apart. This had many consequences for Bronze Age civilizations. One of the most catastrophic was that they could no longer acquire the tin they needed to make bronze. Differences Between Iron and Bronze",MARCO_1832179
34_6,34,6,What other factors led to a breakdown of trade during the Bronze Age collapse?,2.0,0.9680743217468262,"In the Archaeology Odyssey article âWhen Civilization Collapsed: Death of the Bronze Age,â William H. Stiebing describes the Late Bronze Age collapse: It was a cataclysm of immense proportions: Near the end of the 13th century B.C.E., the great Bronze Age civilizations of the Aegean and Near East suddenly collapsed. In the latter part of the Late Bronze Age (c. 1400â1200 B.C.E.), Mycenaean civilization flourished in Greece and Crete.",MARCO_7424521
34_6,34,6,What other factors led to a breakdown of trade during the Bronze Age collapse?,3.0,0.9329047799110411,"A 12th-century inscription describes Ramesses IIIâs defeat of the Sea Peoples. The Sea Peoples, a range of groups including the Philistines, led raids on the Eastern Mediterranean during the period of the Bronze Age collapse and are often cited as the reason for the collapse.",MARCO_7424525
34_6,34,6,What other factors led to a breakdown of trade during the Bronze Age collapse?,4.0,0.8618412613868713,"With the mysterious end of the Mycenaean civilization during the Bronze Age Collapse around 1200 BCE (possibly through earthquake, invasion or in-fighting) came the so-called Dark Ages and it would be many centuries before Greek culture would finally regain the heights of the late Bronze Age.",MARCO_3367674
34_6,34,6,What other factors led to a breakdown of trade during the Bronze Age collapse?,5.0,0.2122716903686523,"Many historians and archaeologists believe that the Minoans, through their ships and Mediterranean trade empire, were highly involved in the Bronze Age's important tin trade (tin being used for manufacture of bronze). The decline of Minoan civilization and the decline in use of bronze tools seem to be correlated.",MARCO_8646338
34_6,34,6,What other factors led to a breakdown of trade during the Bronze Age collapse?,6.0,0.1865876168012619,"The two events have traditionally been causally linked, but this is by no means certain. With the Bronze Age collapse, Greece entered into a period of obscurity or 'dark age'. The so-called Mycenaean civilization culminated in this period, which features in the famous epics of Homer, the Iliad and the Odyssey.",MARCO_6034707
34_6,34,6,What other factors led to a breakdown of trade during the Bronze Age collapse?,7.0,0.0497428774833679,"The Greek Dark Ages (~1100 BCâ750 BC), or Bronze Age collapse, is a period in the history of Ancient Greece and Anatolia from which there are no records, and few archaeological remains. The Greeks learned about the alphabet from another ancient people, the Phoenicians.",MARCO_1866121
34_6,34,6,What other factors led to a breakdown of trade during the Bronze Age collapse?,8.0,0.0462796837091445,"Often economic collapse is accompanied by social chaos, civil unrest and sometimes a breakdown of law and order.",MARCO_2215125
34_6,34,6,What other factors led to a breakdown of trade during the Bronze Age collapse?,9.0,0.041862454265356,"Svoboda New Member Joined: Feb 23, 2013. Messages: 0. Likes Received: 0. The most distinguishing factor of the Minoans is that they traded in bronze objects. This is very important as they were in the Bronze Age, a time where advanced agriculture appeared in the Aegean Sea (where they were based) and this flourished. The Aegean Sea is based in Greece.",MARCO_2110099
